timestamp, close,low,volume,open,high
1701959400, 241.06790161132813,240.61000061035156,3478771,241.5500030517578,242.6999969482422
1701959520, 240.24989318847656,240.00999450683594,1174224,241.07029724121094,241.6300048828125
1701959640, 241.26649475097656,239.83999633789063,1237313,240.24000549316406,241.39759826660156
1701959760, 240.50999450683594,240.47999572753906,1009140,241.2368927001953,241.60000610351563
1701959880, 239.6199951171875,239.4499969482422,1209158,240.47999572753906,241.17999267578125
1701960000, 238.18499755859375,238.11000061035156,1602812,239.61000061035156,239.88999938964844
1701960120, 237.6699981689453,237.0,1729024,238.17999267578125,238.24989318847656
1701960240, 237.7801055908203,237.49000549316406,1201306,237.6602020263672,238.2570037841797
1701960360, 237.22999572753906,236.97999572753906,1081995,237.80999755859375,237.92990112304688
1701960480, 238.139892578125,237.19000244140625,994847,237.22999572753906,238.22000122070313
1701960600, 238.1999969482422,237.52000427246094,940603,238.1112060546875,238.25
1701960720, 238.49090576171875,238.13999938964844,1092844,238.17999267578125,238.9344024658203
1701960840, 237.80990600585938,237.5102996826172,794879,238.47470092773438,238.69000244140625
1701960960, 238.0500030517578,237.38009643554688,974580,237.80999755859375,238.64999389648438
1701961080, 238.0699005126953,237.9001007080078,666618,238.0800018310547,238.83999633789063
1701961200, 238.125,237.89999389648438,876277,238.02000427246094,238.9600067138672
1701961320, 237.64999389648438,237.49000549316406,748135,238.1199951171875,238.19000244140625
1701961440, 237.9499969482422,237.47999572753906,750165,237.61000061035156,238.1199951171875
1701961560, 238.24000549316406,237.6199951171875,660930,237.95880126953125,238.36000061035156
1701961680, 237.67999267578125,237.39999389648438,970312,238.22000122070313,238.61000061035156
1701961800, 238.94500732421875,237.66000366210938,1114750,237.66000366210938,239.08999633789063
1701961920, 239.17709350585938,238.89999389648438,983624,238.9593048095703,239.25999450683594
1701962040, 239.7899932861328,239.04010009765625,967645,239.16000366210938,239.8657989501953
1701962160, 239.764892578125,239.47999572753906,857482,239.7899932861328,240.00999450683594
1701962280, 239.72999572753906,239.6699981689453,718422,239.78500366210938,240.0500030517578
1701962400, 240.1999969482422,239.73500061035156,946655,239.74630737304688,240.3699951171875
1701962520, 240.3000030517578,240.1300048828125,817144,240.22959899902344,240.5399932861328
1701962640, 239.82000732421875,239.7100067138672,695507,240.2899932861328,240.3800048828125
1701962760, 239.8800048828125,239.80999755859375,553157,239.82000732421875,240.27999877929688
1701962880, 240.0500030517578,239.77000427246094,464685,239.85000610351563,240.1663055419922
1701963000, 239.97999572753906,239.9499969482422,771256,240.0240936279297,240.55999755859375
