close,low,volume,open,high
458.83990478515625,457.40008544921875,276729,457.7799987792969,458.8500061035156
458.5899963378906,458.5,228184,458.82879638671875,459.25
457.8800048828125,457.75,125262,458.639892578125,458.7099914550781
457.8299865722656,457.5400085449219,128557,457.94500732421875,458.3599853515625
457.1300048828125,456.8599853515625,117769,457.92999267578125,458.0498962402344
457.18939208984375,457.05999755859375,80779,457.1300048828125,457.5
457.4700012207031,457.07000732421875,104214,457.2349853515625,457.91668701171875
456.8599853515625,456.7410888671875,102694,457.4917907714844,457.6000061035156
456.32000732421875,456.2099914550781,109151,456.79998779296875,456.8399963378906
456.17999267578125,456.03009033203125,98964,456.3900146484375,456.5199890136719
455.70001220703125,455.5,142847,456.2200012207031,456.31988525390625
455.20001220703125,455.1000061035156,109377,455.7200012207031,455.8800048828125
455.5299987792969,455.0199890136719,136160,455.2099914550781,455.8799133300781
454.989990234375,454.94000244140625,136316,455.5299987792969,455.739990234375
455.159912109375,454.8599853515625,121156,455.0819091796875,455.3500061035156
454.739990234375,454.6499938964844,136390,455.1199035644531,455.1199035644531
454.610595703125,454.4800109863281,133064,454.66558837890625,454.94000244140625
454.04998779296875,454.0400085449219,148163,454.67999267578125,454.67999267578125
453.29998779296875,453.10009765625,207204,454.04998779296875,454.2449951171875
453.42999267578125,453.0299987792969,163849,453.3168029785156,453.6199951171875
453.5199890136719,453.25,168825,453.4599914550781,453.8500061035156
453.2900085449219,453.2300109863281,160475,453.4884948730469,453.9599914550781
452.760009765625,452.760009765625,179196,453.2699890136719,453.5400085449219
453.19989013671875,452.4599914550781,191049,452.7903137207031,453.3599853515625
452.3200988769531,452.1401062011719,169820,453.1400146484375,453.3500061035156
452.8949890136719,452.05999755859375,199715,452.4049987792969,453.0
452.97259521484375,452.3800048828125,153986,452.7699890136719,453.20001220703125
452.2699890136719,452.25,138508,453.07000732421875,453.0939025878906
452.1600036621094,451.510009765625,329588,452.23388671875,452.7799987792969
451.1936950683594,451.1000061035156,202092,452.20001220703125,452.3399963378906
450.6300048828125,450.6199951171875,325558,451.1565856933594,451.20001220703125
451.1099853515625,450.6600036621094,203356,450.67999267578125,451.30999755859375
450.1499938964844,450.1000061035156,199150,451.04998779296875,451.11358642578125
450.739990234375,450.1000061035156,213155,450.135009765625,450.9700012207031
451.20001220703125,450.75,179563,450.79949951171875,451.4115905761719
450.6600036621094,450.5600891113281,131469,451.1099853515625,451.32000732421875
450.57501220703125,450.5201110839844,123300,450.71490478515625,451.1199951171875
451.1300048828125,450.4100036621094,160441,450.5591125488281,451.2900085449219
451.54998779296875,451.106689453125,145774,451.106689453125,451.760009765625
451.760009765625,451.2777099609375,145662,451.55499267578125,451.78509521484375
451.7149963378906,451.5,143154,451.760009765625,451.8800048828125
451.6199951171875,451.5400085449219,165869,451.7598876953125,452.1300048828125
451.4408874511719,451.239990234375,113326,451.53009033203125,451.7200012207031
451.7250061035156,451.1117858886719,141722,451.3599853515625,451.9851989746094
451.7699890136719,451.60009765625,58088,451.67999267578125,451.8699951171875
451.71209716796875,451.6300048828125,82119,451.7900085449219,451.9800109863281
451.1763000488281,451.1400146484375,103239,451.6400146484375,451.68499755859375
451.9671936035156,450.94000244140625,135971,451.2550048828125,452.1000061035156
452.043701171875,451.75,77424,451.9700927734375,452.1109924316406
451.0799865722656,450.739990234375,153416,452.0,452.04998779296875
450.840087890625,450.75909423828125,86433,451.0400085449219,451.2300109863281
451.6300048828125,450.82000732421875,123906,450.9200134277344,451.7900085449219
451.18499755859375,451.1400146484375,64743,451.6199951171875,451.6509094238281
451.125,450.82000732421875,83279,451.2200012207031,451.2900085449219
450.7099914550781,450.5199890136719,105107,451.0000915527344,451.14520263671875
451.0799865722656,450.6300048828125,130724,450.764892578125,451.3399963378906
451.4700012207031,451.11248779296875,171589,451.11248779296875,451.8800048828125
451.5450134277344,451.25,61611,451.4667053222656,451.6099853515625
451.1400146484375,451.0400085449219,93029,451.4800109863281,451.5799865722656
450.79998779296875,450.79998779296875,97989,451.1099853515625,451.5198974609375
451.25,450.739990234375,91459,450.7702941894531,451.3399963378906
451.67999267578125,450.8800048828125,134301,451.1499938964844,451.7699890136719
451.6700134277344,451.5,92346,451.6499938964844,451.9200134277344
451.6000061035156,451.5185852050781,62539,451.7300109863281,451.8900146484375
451.75,451.6000061035156,52215,451.69000244140625,451.8800048828125
451.5884094238281,451.5799865722656,69770,451.70001220703125,451.9200134277344
451.1300048828125,451.1300048828125,83791,451.6199951171875,451.6199951171875
451.29998779296875,450.739990234375,131581,451.1400146484375,451.3999938964844
451.8399963378906,451.2001037597656,96749,451.30999755859375,451.8599853515625
